dif_lifespan,mass,exercise,alcohol,sugar,bmi,smoking few,smoking some,smoking more,smoking alot,smoking most
-3.3000000000000114,85.6,2.7,1.7,24.0,28.601022419726682,False,False,False,False,True
-0.5,128.5,2.1,3.9,28.0,30.28089358092186,True,False,False,False,False
-0.20000000000000284,111.2,3.9,5.1,19.6,38.028795184843204,True,False,False,False,False
-8.300000000000011,113.1,0.1,4.7,24.0,41.04369284366381,False,False,False,True,False
-2.799999999999997,113.0,2.0,0.6,29.6,29.41482715535194,False,False,True,False,False
-2.9000000000000057,105.0,1.5,4.2,15.6,35.083029837281565,False,True,False,False,False
-3.5,65.3,2.4,4.2,8.4,14.807256235827664,False,False,True,False,False
-5.0,61.6,2.3,1.4,19.6,19.225367497893323,False,False,False,False,True
-3.0,61.4,1.2,4.6,20.8,14.610350981558597,False,True,False,False,False
-1.7999999999999972,129.2,2.2,0.5,42.8,39.437135618570856,True,False,False,False,False
-0.7999999999999972,61.8,3.1,5.3,32.0,22.699724517906336,False,True,False,False,False
-4.200000000000003,93.4,1.2,3.8,47.2,32.31833910034602,False,False,True,False,False
-3.4000000000000057,123.3,1.7,2.1,10.0,39.35650675093363,False,False,True,False,False
-1.6999999999999886,135.1,2.5,4.5,33.6,34.460769309254154,False,True,False,False,False
-2.8999999999999915,66.8,1.8,0.9,31.2,17.748963758103944,False,False,False,True,False
3.5999999999999943,86.9,4.3,0.5,19.6,27.427092538820858,True,False,False,False,False
-1.9000000000000057,115.4,2.6,4.8,32.0,32.30592648582067,False,True,False,False,False
-4.199999999999989,54.6,2.1,0.4,28.4,14.9666949919136,False,False,False,True,False
-2.299999999999997,70.9,1.7,1.3,18.8,23.689398242507266,False,False,True,False,False
0.0,129.2,1.8,4.6,27.6,36.55500226346763,True,False,False,False,False
0.09999999999999432,61.6,1.4,1.7,19.2,15.712682379349047,True,False,False,False,False
-3.5999999999999943,74.1,1.4,0.3,27.2,20.526315789473685,False,False,False,False,True
-2.0,72.1,2.2,3.1,32.4,22.502418775943323,False,False,True,False,False
-0.9000000000000057,68.3,3.5,1.3,18.8,18.722074504536607,False,True,False,False,False
-3.5999999999999943,123.0,1.8,1.7,24.4,33.021020698542245,False,False,False,True,False
-0.4000000000000057,94.1,1.4,2.8,29.2,27.794187145557654,False,True,False,False,False
-4.1000000000000085,76.3,0.2,3.6,34.0,25.790968090859927,False,False,True,False,False
-4.599999999999994,73.1,1.7,3.9,17.2,18.646056524844404,False,False,False,True,False
-4.299999999999997,80.3,3.4,3.8,36.0,21.335954936762676,False,False,False,True,False
-1.5,115.1,1.8,3.5,27.2,32.565640561339976,True,False,False,False,False
-1.8999999999999915,87.4,3.4,4.2,45.2,26.678062330209702,True,False,False,False,False
-0.10000000000000853,76.6,1.6,0.1,50.8,17.369614512471653,True,False,False,False,False
-1.1000000000000085,85.5,2.9,0.8,24.4,25.254017013232513,False,False,True,False,False
-1.6000000000000085,113.9,2.9,0.6,18.8,36.35609179992978,False,False,False,False,True
-5.400000000000006,106.8,1.5,4.5,47.2,32.24248279193334,False,False,False,True,False
-2.8999999999999915,88.3,1.6,0.3,42.4,30.197325672856607,False,False,True,False,False
-1.4000000000000057,146.0,1.9,4.5,13.6,43.123818525519845,True,False,False,False,False
0.7000000000000028,84.4,3.2,4.7,22.4,27.876866164618843,True,False,False,False,False
-10.100000000000001,142.7,1.7,3.0,20.8,47.13304267406526,False,False,False,False,True
0.09999999999999432,112.7,4.2,0.4,41.6,34.023668639053255,True,False,False,False,False
-5.5,154.8,2.7,0.5,26.0,42.43304733971109,False,False,False,True,False
-7.0,115.6,0.8,4.3,34.8,34.144612476370504,False,False,False,False,True
0.7999999999999972,92.0,4.7,0.6,40.4,35.93749999999999,False,False,False,True,False
-0.5,83.0,3.4,2.6,32.0,22.51519097222222,False,True,False,False,False
-4.400000000000006,110.3,1.4,4.8,14.4,41.514547028491855,False,False,False,True,False
-1.5,70.8,0.9,1.2,28.0,22.345663426335058,False,True,False,False,False
-3.4000000000000057,96.5,1.7,0.4,19.2,32.2429750409302,False,True,False,False,False
1.5999999999999943,55.0,4.0,0.7,31.6,18.80920625149619,True,False,False,False,False
-4.0,82.9,1.5,0.5,28.4,18.97850323939471,False,False,False,True,False
-0.5999999999999943,113.5,1.7,1.0,24.8,39.73950491929555,True,False,False,False,False
-5.200000000000003,66.4,2.3,0.9,41.6,19.401022644265886,False,False,False,True,False
-1.2000000000000028,94.6,2.8,5.3,17.6,22.51041046995836,False,True,False,False,False
-3.5,96.1,1.3,5.3,28.4,30.674454977816076,False,True,False,False,False
-10.599999999999994,159.5,1.7,4.6,28.4,40.684624017957354,False,False,False,True,False
1.7999999999999972,74.3,5.4,1.5,22.4,23.986311983471076,True,False,False,False,False
1.0999999999999943,60.7,2.4,5.4,12.8,15.483113967962455,True,False,False,False,False
-3.5999999999999943,91.5,1.4,0.9,32.0,22.424272130183315,False,False,False,True,False
-1.0,79.4,1.8,0.3,53.2,24.23613442813101,True,False,False,False,False
-2.5,96.9,2.0,3.9,20.4,25.223865056226575,False,False,True,False,False
-2.799999999999997,107.4,3.1,3.5,42.0,36.303407247160635,False,True,False,False,False
-1.2999999999999972,56.0,3.2,0.8,27.2,17.67453604342886,False,False,True,False,False
-0.20000000000000284,51.0,1.5,0.5,23.2,15.063799621928165,True,False,False,False,False
-0.20000000000000284,98.8,3.0,5.0,36.8,33.39643050297458,True,False,False,False,False
-1.7999999999999972,97.9,1.3,0.3,9.2,33.48038712766322,False,True,False,False,False
-3.4000000000000057,97.6,1.3,4.3,26.8,27.61430511543685,False,False,True,False,False
-4.1000000000000085,64.5,2.6,5.1,25.2,17.496744791666668,False,False,False,True,False
0.7000000000000028,97.5,3.6,4.1,12.8,25.12303847045788,True,False,False,False,False
-1.5999999999999943,102.7,1.7,2.7,9.2,25.675,False,False,True,False,False
0.6000000000000085,110.5,5.3,3.6,14.8,30.289739864587045,False,False,True,False,False
-5.1000000000000085,66.0,2.0,4.2,32.8,18.873859704309528,False,False,False,True,False
-3.4000000000000057,112.5,4.7,0.7,28.0,42.342579698144455,False,False,True,False,False
-6.099999999999994,119.1,3.3,0.4,24.8,42.705009143389866,False,False,False,False,True
0.20000000000000284,57.3,1.8,1.1,12.8,14.469331582535792,True,False,False,False,False
-5.099999999999994,108.9,3.5,1.0,18.0,37.681660899653984,False,False,False,True,False
-4.0,65.5,2.1,0.9,3.2,20.44255797259761,False,False,True,False,False
-3.799999999999997,60.8,2.5,0.8,24.8,14.754058579436535,False,False,False,True,False
-6.5,83.3,1.6,0.2,34.8,22.596571180555557,False,False,False,False,True
-1.9000000000000057,82.9,2.6,0.1,28.0,22.724157780762592,False,False,True,False,False
-4.5,138.8,2.6,0.2,17.6,43.319496894603795,False,False,False,False,True
-0.09999999999999432,53.9,1.9,5.0,35.6,18.009288649804535,True,False,False,False,False
-2.5999999999999943,108.7,2.3,3.5,47.6,26.905274621915307,False,False,True,False,False
-8.099999999999994,74.6,0.5,3.8,9.6,17.07836359057714,False,False,False,False,True
-3.0,118.0,2.4,0.9,36.4,34.853497164461245,False,False,False,True,False
-4.599999999999994,62.3,2.3,0.5,30.8,17.815779690583085,False,False,False,True,False
-3.6000000000000085,59.1,1.8,0.4,24.0,19.29795918367347,False,False,False,True,False
-4.599999999999994,69.0,1.9,5.3,33.2,18.91395520956114,False,False,True,False,False
-3.0999999999999943,103.3,0.7,0.9,48.8,32.60320666582502,False,True,False,False,False
-4.700000000000003,106.5,3.3,1.7,36.4,34.775510204081634,False,False,False,True,False
-2.3999999999999986,50.5,1.0,2.3,18.0,13.988919667590029,False,True,False,False,False
-4.599999999999994,79.0,2.5,4.2,22.8,21.20862305028323,False,False,False,True,False
-1.1000000000000085,129.2,1.8,4.2,11.2,31.045751633986924,False,True,False,False,False
-1.5,108.4,4.6,0.4,28.8,32.36883752874078,False,False,True,False,False
-0.7000000000000028,122.6,1.8,0.8,16.0,40.03265306122449,False,False,False,False,False
-4.0,148.5,2.3,0.7,38.8,50.19605191995674,False,True,False,False,False
1.2999999999999972,83.8,2.1,0.4,10.4,19.747384296352156,True,False,False,False,False
-2.5999999999999943,90.1,3.1,0.2,14.4,32.6970532733343,False,False,False,True,False
-1.9000000000000057,107.1,3.7,3.2,12.4,34.18557885665038,False,False,True,False,False
2.6000000000000085,66.3,3.9,0.2,12.4,20.015698587127158,True,False,False,False,False
-2.5999999999999943,114.8,2.1,0.9,36.0,30.819619318639425,False,True,False,False,False
-2.5,50.4,2.3,1.7,47.2,16.457142857142856,False,False,True,False,False
2.0999999999999943,63.8,4.2,0.7,9.2,20.364518497238976,True,False,False,False,False
0.6000000000000085,107.2,1.8,1.0,37.2,26.8,True,False,False,False,False
-5.200000000000003,94.4,3.7,5.3,9.2,28.814749244528556,False,False,False,True,False
-2.799999999999997,51.4,0.5,4.1,11.6,16.783673469387754,False,True,False,False,False
0.5999999999999943,72.9,3.1,3.7,48.8,21.300219138056974,True,False,False,False,False
-2.8999999999999915,98.8,1.5,0.7,22.8,30.157809590671835,False,False,True,False,False
0.7000000000000028,52.9,3.6,0.4,11.2,16.510096438937612,True,False,False,False,False
-3.9000000000000057,131.7,1.9,1.5,33.2,34.282590587255314,False,False,True,False,False
-3.0,73.5,2.8,0.4,4.8,20.147474027576,False,False,False,True,False
-4.099999999999994,63.3,1.0,4.9,35.2,18.901728925915968,False,False,True,False,False
-1.9000000000000057,76.0,2.1,2.4,34.4,25.689561925365066,False,False,True,False,False
2.200000000000003,128.9,4.5,1.0,21.6,36.085215979395876,True,False,False,False,False
-3.1000000000000085,68.3,2.3,0.7,28.0,16.90552214054108,False,False,False,True,False
-2.700000000000003,105.9,0.8,4.6,32.0,29.96265278406519,True,False,False,False,False
-0.7999999999999972,61.8,4.5,3.9,36.4,16.94032510073737,False,True,False,False,False
-7.1000000000000085,125.2,1.4,1.7,31.6,45.43475105240238,False,False,False,True,False
-3.799999999999997,94.3,1.1,1.6,18.0,32.62975778546713,False,False,False,True,False
-5.700000000000003,112.1,0.7,0.3,40.0,39.71797052154196,False,False,False,True,False
1.1000000000000085,64.2,2.7,2.2,23.6,23.29801132239803,True,False,False,False,False
-3.0999999999999943,136.9,1.5,4.2,15.6,34.56983409509861,False,False,True,False,False
-6.5,68.2,2.9,4.0,14.8,21.285228301239037,False,False,False,True,False
-3.200000000000003,70.6,1.4,0.5,46.4,18.758635349133808,False,False,False,True,False
-1.7999999999999972,105.8,2.8,2.9,31.2,26.716497058155095,False,True,False,False,False
1.3999999999999915,79.3,2.4,0.4,20.4,22.92172505491964,True,False,False,False,False
-1.9000000000000057,91.2,2.6,2.0,37.2,24.739583333333336,False,True,False,False,False
-1.4000000000000057,101.9,1.8,5.1,16.4,33.657022063680806,True,False,False,False,False
0.29999999999999716,84.3,3.4,1.0,14.4,26.018518518518515,False,True,False,False,False
-1.7000000000000028,68.4,1.4,2.4,22.4,21.588183310188107,False,True,False,False,False
-1.9000000000000057,138.2,4.3,4.3,19.2,46.71444023796647,False,True,False,False,False
-3.5999999999999943,57.9,2.9,0.3,16.8,16.55752237696245,False,False,False,False,True
-4.599999999999994,118.6,2.4,4.4,14.0,36.20158114831659,False,False,True,False,False
-3.0,79.0,2.3,2.9,22.4,23.334120982986768,False,False,True,False,False
-2.299999999999997,110.0,3.1,0.8,41.6,35.91836734693877,False,False,True,False,False
-2.5,94.4,1.6,2.4,34.8,28.814749244528556,False,True,False,False,False
0.7000000000000028,83.6,1.3,2.8,10.0,28.92733564013841,True,False,False,False,False
-4.3999999999999915,83.9,1.1,0.5,30.4,24.25135853855937,False,False,False,True,False
0.7000000000000028,103.5,4.5,5.6,16.4,35.39550630963374,True,False,False,False,False
-5.0,79.1,3.1,5.2,26.4,27.69510871468086,False,False,False,True,False
2.799999999999997,69.9,4.4,5.2,12.4,19.989133232291458,True,False,False,False,False
-1.0,90.3,3.4,0.6,32.0,25.279247501469722,False,False,True,False,False
-0.5,88.0,1.5,1.1,44.8,26.861206922865602,True,False,False,False,False
-4.400000000000006,89.2,2.4,0.6,44.8,28.79648760330579,False,False,False,True,False
-5.0,156.3,1.2,5.6,12.4,47.70916638686243,False,True,False,False,False
-1.1000000000000085,66.5,1.2,2.1,23.6,19.016843489948236,True,False,False,False,False
-3.4000000000000057,113.0,2.5,1.5,36.0,25.3812807439186,False,False,False,True,False
0.7000000000000028,57.8,3.7,3.1,31.2,16.52892561983471,True,False,False,False,False
-3.1000000000000085,113.0,1.5,5.4,25.2,26.371677285350888,False,False,True,False,False
1.5,68.6,2.0,1.1,8.8,18.040762656147272,True,False,False,False,False
-4.099999999999994,67.7,2.7,0.7,33.6,19.780861943024103,False,False,False,True,False
0.29999999999999716,75.0,3.0,3.9,12.8,27.885187388459254,True,False,False,False,False
-3.1000000000000085,121.6,1.9,3.7,25.6,45.21118381915527,False,True,False,False,False
-0.29999999999999716,99.2,2.3,1.1,33.6,25.049872477967728,True,False,False,False,False
-3.299999999999997,105.6,2.0,0.2,12.4,30.198175526895245,False,False,True,False,False
-5.8999999999999915,110.9,1.7,0.4,14.4,31.713803654665558,False,False,False,False,True
0.7999999999999972,69.4,4.1,3.2,24.8,22.66122448979592,False,False,True,False,False
0.09999999999999432,88.8,2.2,1.9,30.4,26.516169488488753,True,False,False,False,False
-0.8999999999999915,128.7,2.7,0.5,30.4,33.501665972511454,True,False,False,False,False
-1.0,89.3,4.5,0.8,14.0,24.22417534722222,False,False,False,True,False
-4.0,108.0,2.6,3.9,32.0,30.884497697961045,False,False,False,True,False
-2.0,124.3,1.1,0.5,7.2,36.71431947069943,False,True,False,False,False
-5.0,53.4,1.0,0.8,12.0,18.050297458085453,False,False,False,True,False
-1.3999999999999915,61.3,2.2,1.4,16.0,17.718811423285924,False,True,False,False,False
-3.700000000000003,105.7,1.9,3.5,12.8,43.99583766909469,False,True,False,False,False
-1.7999999999999972,84.0,0.9,4.2,31.2,23.025684602944,False,True,False,False,False
-6.200000000000003,108.0,1.5,5.2,6.4,37.813802037743784,False,False,True,False,False
-1.7000000000000028,103.9,3.6,2.5,32.8,30.688799621928165,False,True,False,False,False
-2.299999999999997,117.1,1.9,1.7,13.6,28.698166846387608,False,False,True,False,False
-2.799999999999997,65.8,2.8,0.1,25.2,19.22571219868517,False,False,False,True,False
-6.400000000000006,72.4,2.1,0.8,27.6,22.34567901234568,False,False,False,True,False
-3.799999999999997,88.8,1.4,5.7,33.2,30.01622498647918,False,True,False,False,False
-0.29999999999999716,53.6,1.7,0.8,33.6,15.493120591975948,True,False,False,False,False
-3.0,127.9,3.2,3.5,10.0,35.05934596091116,False,False,False,True,False
-1.5,97.7,2.3,0.6,22.0,31.185163905646522,False,True,False,False,False
-1.8999999999999915,89.7,1.3,4.4,28.4,23.113195392821254,True,False,False,False,False
-2.799999999999997,76.6,0.5,5.3,20.8,31.47600262984878,True,False,False,False,False
0.9000000000000057,95.3,2.8,4.9,15.2,26.678984350942024,True,False,False,False,False
-3.200000000000003,77.4,2.6,0.1,18.0,20.147855060391507,False,False,False,True,False
1.4000000000000057,96.4,2.8,5.1,20.0,27.86449300497167,True,False,False,False,False
-6.400000000000006,113.5,2.1,3.6,12.4,36.228414567972166,False,False,False,False,True
-4.700000000000003,115.7,0.2,2.1,30.0,32.38991069678901,False,False,True,False,False
-0.7999999999999972,74.4,1.2,1.1,35.2,17.70374776918501,True,False,False,False,False
1.3999999999999915,54.5,3.1,4.3,34.8,14.186797167846732,True,False,False,False,False
-4.0,92.7,2.6,1.3,11.6,34.46609161213564,False,False,False,True,False
0.3999999999999915,93.5,3.3,0.0,36.8,22.689218374626908,False,True,False,False,False
-2.9000000000000057,97.4,1.8,1.0,22.8,32.543686725249756,False,False,False,True,False
-1.3999999999999915,114.4,1.1,2.8,21.6,31.032986111111114,True,False,False,False,False
-4.299999999999997,101.2,3.6,0.4,24.8,30.218877840484932,False,False,False,True,False
-1.2999999999999972,87.5,2.0,1.9,36.0,31.00198412698413,True,False,False,False,False
-3.6000000000000085,91.2,1.3,3.7,16.4,22.8,False,True,False,False,False
-2.3999999999999915,131.6,2.2,3.4,9.2,47.757294237189726,True,False,False,False,False
-3.4000000000000057,54.6,0.4,1.0,13.2,16.483516483516482,False,False,True,False,False
-3.799999999999997,143.5,0.8,4.6,16.8,44.29012345679012,True,False,False,False,False
-0.5999999999999943,114.7,3.1,2.2,25.6,28.963915052650187,False,True,False,False,False
-7.799999999999997,75.0,1.1,5.4,15.2,18.938915683947375,False,False,False,True,False
-2.5,58.4,2.1,1.4,31.6,16.700506162601158,False,False,True,False,False
-2.8999999999999915,88.0,1.0,4.3,18.0,25.165146272412706,False,True,False,False,False
-2.1000000000000085,92.1,1.1,4.4,16.8,28.11269497268093,True,False,False,False,False
-5.599999999999994,114.1,2.8,1.1,34.4,44.018363489062914,False,False,False,True,False
-1.0,57.6,1.7,0.4,22.8,17.976967011017134,False,True,False,False,False
-4.400000000000006,65.4,1.1,0.4,20.8,14.689696996922804,False,False,False,True,False
-1.2000000000000028,112.1,2.1,0.1,40.4,38.33658219623132,True,False,False,False,False
0.7000000000000028,85.1,3.8,0.3,22.8,21.706968676665646,False,False,False,True,False
-1.5999999999999943,98.5,4.0,0.2,27.2,27.00035634988076,False,False,True,False,False
-4.200000000000003,112.0,1.8,1.6,13.2,34.5679012345679,False,False,False,True,False
-0.09999999999999432,95.2,3.7,0.7,16.0,26.935264825712995,False,False,True,False,False
0.0,98.8,2.1,4.3,15.2,30.83549202584189,True,False,False,False,False
-5.800000000000004,71.7,2.9,0.5,22.4,24.809688581314884,False,False,False,False,True
-2.0999999999999943,97.0,2.3,5.5,37.6,24.25,False,True,False,False,False
0.10000000000000853,77.5,4.9,3.2,34.8,26.196592752839376,False,False,False,True,False
-3.0,84.4,3.3,2.9,25.6,23.135330720100878,False,False,False,False,True
0.7999999999999972,50.4,2.1,0.4,13.2,14.41276559238182,True,False,False,False,False
-2.0,141.5,5.3,2.2,15.6,44.16216722324522,False,False,True,False,False
0.0,67.9,2.7,4.4,11.2,24.640731601103212,True,False,False,False,False
-3.8000000000000114,90.9,3.9,0.5,38.8,31.45328719723184,False,False,False,True,False
-1.0,139.4,1.7,0.7,38.0,38.61495844875346,True,False,False,False,False
-0.8999999999999915,110.6,4.1,4.6,27.2,26.317668054729328,False,False,True,False,False
-5.0,115.7,1.7,5.0,21.6,37.779591836734696,False,False,True,False,False
-3.700000000000003,63.7,1.9,0.8,16.8,19.660493827160494,False,False,False,True,False
-3.299999999999997,95.5,0.4,1.2,37.2,31.908850947241806,False,False,False,True,False
-2.200000000000003,86.0,0.9,0.6,24.0,28.734672057202044,False,False,True,False,False
-2.1000000000000085,77.3,4.1,4.7,10.4,20.121824239900043,False,False,True,False,False
-3.5,114.2,1.0,0.3,15.2,45.74587405864444,False,True,False,False,False
-6.700000000000003,67.1,1.2,2.1,16.4,22.681179015684155,False,False,False,True,False
0.7000000000000028,106.8,3.3,0.2,20.0,25.66320645905421,True,False,False,False,False
-5.299999999999997,84.7,2.1,4.7,24.0,25.570583262890953,False,False,False,True,False
0.0,76.4,3.3,1.5,16.0,25.527080757793446,False,True,False,False,False
1.5,64.7,3.4,2.2,18.4,15.09953557842657,True,False,False,False,False
-2.3999999999999915,82.8,2.7,4.8,40.4,27.665474957399177,False,False,True,False,False
-1.5,84.4,1.7,5.2,8.0,26.34125027308761,True,False,False,False,False
-0.4000000000000057,87.8,1.6,0.8,39.2,27.402390686932367,True,False,False,False,False
-1.5,87.5,1.1,3.6,8.0,28.571428571428573,False,True,False,False,False
1.5999999999999943,83.7,3.2,0.5,40.0,24.9932813759742,True,False,False,False,False
-6.3999999999999915,90.6,1.9,5.0,43.2,29.24845041322314,False,False,True,False,False
-0.09999999999999432,57.3,1.9,4.1,18.4,15.069033530571993,True,False,False,False,False
-2.5,102.1,3.5,1.3,34.8,29.512082321655676,False,False,False,True,False
-2.200000000000003,63.2,5.3,5.0,9.6,17.88139429606157,False,False,True,False,False
-2.5999999999999943,97.5,3.9,0.9,38.0,24.869911233547597,False,False,False,True,False
-0.7999999999999972,53.2,2.6,0.6,29.6,14.73684210526316,False,False,True,False,False
-2.799999999999997,121.5,3.0,5.6,36.0,39.673469387755105,True,False,False,False,False
-1.2000000000000028,50.9,3.7,1.0,37.6,13.115514442526218,False,True,False,False,False
-2.799999999999997,161.9,2.4,5.7,33.2,42.577251808021046,True,False,False,False,False
1.6000000000000085,69.9,2.4,2.1,14.8,23.0875941339675,True,False,False,False,False
-0.6000000000000085,77.5,1.3,3.5,25.2,18.441403926234386,False,True,False,False,False
-1.5,61.6,1.4,0.7,10.4,18.19470699432892,False,True,False,False,False
-1.6999999999999886,105.3,5.2,0.3,16.0,29.792892711634224,False,False,False,False,True
