lifespan,genetic,exercise,alcohol,sugar,bmi norm under,bmi norm over,smoking few,smoking some,smoking more,smoking alot,smoking most
82.5,85.3,2.0,0.6,29.6,0.0,4.41482715535194,False,False,True,False,False
81.8,84.7,1.5,4.2,15.6,0.0,10.083029837281565,False,True,False,False,False
84.4,87.9,2.4,4.2,8.4,-3.692743764172336,0.0,False,False,True,False,False
70.6,75.6,2.3,1.4,19.6,0.0,0.0,False,False,False,False,True
78.1,81.1,1.2,4.6,20.8,-3.8896490184414034,0.0,False,True,False,False,False
65.4,67.2,2.2,0.5,42.8,0.0,14.437135618570856,True,False,False,False,False
76.4,77.2,3.1,5.3,32.0,0.0,0.0,False,True,False,False,False
65.5,69.7,1.2,3.8,47.2,0.0,7.318339100346023,False,False,True,False,False
85.3,88.7,1.7,2.1,10.0,0.0,14.356506750933633,False,False,True,False,False
71.9,73.6,2.5,4.5,33.6,0.0,9.460769309254154,False,True,False,False,False
73.9,76.8,1.8,0.9,31.2,-0.7510362418960561,0.0,False,False,False,True,False
86.3,82.7,4.3,0.5,19.6,0.0,2.427092538820858,True,False,False,False,False
82.8,84.7,2.6,4.8,32.0,0.0,7.30592648582067,False,True,False,False,False
72.9,77.1,2.1,0.4,28.4,-3.5333050080863995,0.0,False,False,False,True,False
74.4,76.7,1.7,1.3,18.8,0.0,0.0,False,False,True,False,False
100.1,100.1,1.8,4.6,27.6,0.0,11.555002263467628,True,False,False,False,False
76.8,76.7,1.4,1.7,19.2,-2.7873176206509527,0.0,True,False,False,False,False
73.0,76.6,1.4,0.3,27.2,0.0,0.0,False,False,False,False,True
96.1,98.1,2.2,3.1,32.4,0.0,0.0,False,False,True,False,False
91.8,92.7,3.5,1.3,18.8,0.0,0.0,False,True,False,False,False
76.2,79.8,1.8,1.7,24.4,0.0,8.021020698542245,False,False,False,True,False
75.8,76.2,1.4,2.8,29.2,0.0,2.794187145557654,False,True,False,False,False
86.1,90.2,0.2,3.6,34.0,0.0,0.790968090859927,False,False,True,False,False
76.9,81.5,1.7,3.9,17.2,0.0,0.0,False,False,False,True,False
74.9,79.2,3.4,3.8,36.0,0.0,0.0,False,False,False,True,False
74.3,75.8,1.8,3.5,27.2,0.0,7.5656405613399755,True,False,False,False,False
73.7,75.6,3.4,4.2,45.2,0.0,1.678062330209702,True,False,False,False,False
77.3,77.4,1.6,0.1,50.8,-1.130385487528347,0.0,True,False,False,False,False
77.8,78.9,2.9,0.8,24.4,0.0,0.254017013232513,False,False,True,False,False
75.6,77.2,2.9,0.6,18.8,0.0,11.356091799929779,False,False,False,False,True
84.0,89.4,1.5,4.5,47.2,0.0,7.242482791933341,False,False,False,True,False
74.4,77.3,1.6,0.3,42.4,0.0,5.197325672856607,False,False,True,False,False
76.3,77.7,1.9,4.5,13.6,0.0,18.123818525519845,True,False,False,False,False
88.7,88.0,3.2,4.7,22.4,0.0,2.8768661646188427,True,False,False,False,False
63.4,73.5,1.7,3.0,20.8,0.0,22.13304267406526,False,False,False,False,True
75.0,74.9,4.2,0.4,41.6,0.0,9.023668639053255,True,False,False,False,False
92.5,98.0,2.7,0.5,26.0,0.0,17.433047339711088,False,False,False,True,False
79.0,86.0,0.8,4.3,34.8,0.0,9.144612476370504,False,False,False,False,True
92.6,91.8,4.7,0.6,40.4,0.0,10.937499999999993,False,False,False,True,False
68.4,68.9,3.4,2.6,32.0,0.0,0.0,False,True,False,False,False
77.3,81.7,1.4,4.8,14.4,0.0,16.514547028491855,False,False,False,True,False
90.2,91.7,0.9,1.2,28.0,0.0,0.0,False,True,False,False,False
75.3,78.7,1.7,0.4,19.2,0.0,7.242975040930197,False,True,False,False,False
71.1,69.5,4.0,0.7,31.6,0.0,0.0,True,False,False,False,False
72.3,76.3,1.5,0.5,28.4,0.0,0.0,False,False,False,True,False
77.7,78.3,1.7,1.0,24.8,0.0,14.739504919295548,True,False,False,False,False
81.1,86.3,2.3,0.9,41.6,0.0,0.0,False,False,False,True,False
81.0,82.2,2.8,5.3,17.6,0.0,0.0,False,True,False,False,False
80.8,84.3,1.3,5.3,28.4,0.0,5.674454977816076,False,True,False,False,False
62.7,73.3,1.7,4.6,28.4,0.0,15.684624017957354,False,False,False,True,False
81.8,80.0,5.4,1.5,22.4,0.0,0.0,True,False,False,False,False
80.6,79.5,2.4,5.4,12.8,-3.0168860320375455,0.0,True,False,False,False,False
70.5,74.1,1.4,0.9,32.0,0.0,0.0,False,False,False,True,False
87.7,88.7,1.8,0.3,53.2,0.0,0.0,True,False,False,False,False
84.3,86.8,2.0,3.9,20.4,0.0,0.22386505622657538,False,False,True,False,False
73.9,76.7,3.1,3.5,42.0,0.0,11.303407247160635,False,True,False,False,False
83.2,84.5,3.2,0.8,27.2,-0.8254639565711415,0.0,False,False,True,False,False
80.2,80.4,1.5,0.5,23.2,-3.4362003780718346,0.0,True,False,False,False,False
81.6,81.8,3.0,5.0,36.8,0.0,8.396430502974582,True,False,False,False,False
73.7,75.5,1.3,0.3,9.2,0.0,8.48038712766322,False,True,False,False,False
88.0,91.4,1.3,4.3,26.8,0.0,2.6143051154368493,False,False,True,False,False
89.6,93.7,2.6,5.1,25.2,-1.0032552083333321,0.0,False,False,False,True,False
86.9,86.2,3.6,4.1,12.8,0.0,0.12303847045788174,True,False,False,False,False
81.0,82.6,1.7,2.7,9.2,0.0,0.6750000000000007,False,False,True,False,False
72.2,71.6,5.3,3.6,14.8,0.0,5.289739864587045,False,False,True,False,False
70.8,75.9,2.0,4.2,32.8,0.0,0.0,False,False,False,True,False
89.8,93.2,4.7,0.7,28.0,0.0,17.342579698144455,False,False,True,False,False
79.9,86.0,3.3,0.4,24.8,0.0,17.705009143389866,False,False,False,False,True
84.0,83.8,1.8,1.1,12.8,-4.030668417464208,0.0,True,False,False,False,False
79.2,84.3,3.5,1.0,18.0,0.0,12.681660899653984,False,False,False,True,False
86.5,90.5,2.1,0.9,3.2,0.0,0.0,False,False,True,False,False
71.9,75.7,2.5,0.8,24.8,-3.745941420563465,0.0,False,False,False,True,False
85.6,92.1,1.6,0.2,34.8,0.0,0.0,False,False,False,False,True
71.1,73.0,2.6,0.1,28.0,0.0,0.0,False,False,True,False,False
72.5,77.0,2.6,0.2,17.6,0.0,18.319496894603795,False,False,False,False,True
81.0,81.1,1.9,5.0,35.6,-0.49071135019546475,0.0,True,False,False,False,False
90.0,92.6,2.3,3.5,47.6,0.0,1.9052746219153072,False,False,True,False,False
77.4,85.5,0.5,3.8,9.6,-1.4216364094228595,0.0,False,False,False,False,True
77.0,80.0,2.4,0.9,36.4,0.0,9.853497164461245,False,False,False,True,False
80.0,84.6,2.3,0.5,30.8,-0.684220309416915,0.0,False,False,False,True,False
72.6,76.2,1.8,0.4,24.0,0.0,0.0,False,False,False,True,False
79.4,84.0,1.9,5.3,33.2,0.0,0.0,False,False,True,False,False
82.2,85.3,0.7,0.9,48.8,0.0,7.60320666582502,False,True,False,False,False
72.5,77.2,3.3,1.7,36.4,0.0,9.775510204081634,False,False,False,True,False
62.9,65.3,1.0,2.3,18.0,-4.511080332409971,0.0,False,True,False,False,False
75.5,80.1,2.5,4.2,22.8,0.0,0.0,False,False,False,True,False
82.6,83.7,1.8,4.2,11.2,0.0,6.045751633986924,False,True,False,False,False
83.3,84.8,4.6,0.4,28.8,0.0,7.368837528740777,False,False,True,False,False
92.0,92.7,1.8,0.8,16.0,0.0,15.032653061224487,False,False,False,False,False
75.8,79.8,2.3,0.7,38.8,0.0,25.196051919956737,False,True,False,False,False
77.2,75.9,2.1,0.4,10.4,0.0,0.0,True,False,False,False,False
82.4,85.0,3.1,0.2,14.4,0.0,7.697053273334298,False,False,False,True,False
89.6,91.5,3.7,3.2,12.4,0.0,9.18557885665038,False,False,True,False,False
88.7,86.1,3.9,0.2,12.4,0.0,0.0,True,False,False,False,False
74.7,77.3,2.1,0.9,36.0,0.0,5.819619318639425,False,True,False,False,False
78.8,81.3,2.3,1.7,47.2,-2.0428571428571445,0.0,False,False,True,False,False
85.6,83.5,4.2,0.7,9.2,0.0,0.0,True,False,False,False,False
84.2,83.6,1.8,1.0,37.2,0.0,1.8000000000000007,True,False,False,False,False
73.6,78.8,3.7,5.3,9.2,0.0,3.8147492445285565,False,False,False,True,False
78.3,81.1,0.5,4.1,11.6,-1.7163265306122462,0.0,False,True,False,False,False
78.6,78.0,3.1,3.7,48.8,0.0,0.0,True,False,False,False,False
64.2,67.1,1.5,0.7,22.8,0.0,5.157809590671835,False,False,True,False,False
79.3,78.6,3.6,0.4,11.2,-1.9899035610623876,0.0,True,False,False,False,False
81.6,85.5,1.9,1.5,33.2,0.0,9.282590587255314,False,False,True,False,False
80.2,83.2,2.8,0.4,4.8,0.0,0.0,False,False,False,True,False
86.9,91.0,1.0,4.9,35.2,0.0,0.0,False,False,True,False,False
76.3,78.2,2.1,2.4,34.4,0.0,0.6895619253650658,False,False,True,False,False
79.5,77.3,4.5,1.0,21.6,0.0,11.085215979395876,True,False,False,False,False
75.6,78.7,2.3,0.7,28.0,-1.5944778594589195,0.0,False,False,False,True,False
95.8,98.5,0.8,4.6,32.0,0.0,4.962652784065192,True,False,False,False,False
78.5,79.3,4.5,3.9,36.4,-1.5596748992626317,0.0,False,True,False,False,False
65.3,72.4,1.4,1.7,31.6,0.0,20.434751052402383,False,False,False,True,False
77.0,80.8,1.1,1.6,18.0,0.0,7.6297577854671275,False,False,False,True,False
72.1,77.8,0.7,0.3,40.0,0.0,14.717970521541957,False,False,False,True,False
92.2,91.1,2.7,2.2,23.6,0.0,0.0,True,False,False,False,False
71.9,75.0,1.5,4.2,15.6,0.0,9.569834095098606,False,False,True,False,False
72.8,79.3,2.9,4.0,14.8,0.0,0.0,False,False,False,True,False
73.1,76.3,1.4,0.5,46.4,0.0,0.0,False,False,False,True,False
73.5,75.3,2.8,2.9,31.2,0.0,1.7164970581550953,False,True,False,False,False
69.6,68.2,2.4,0.4,20.4,0.0,0.0,True,False,False,False,False
85.8,87.7,2.6,2.0,37.2,0.0,0.0,False,True,False,False,False
62.8,64.2,1.8,5.1,16.4,0.0,8.657022063680806,True,False,False,False,False
75.6,75.3,3.4,1.0,14.4,0.0,1.0185185185185155,False,True,False,False,False
72.3,74.0,1.4,2.4,22.4,0.0,0.0,False,True,False,False,False
78.8,80.7,4.3,4.3,19.2,0.0,21.71444023796647,False,True,False,False,False
78.2,81.8,2.9,0.3,16.8,-1.9424776230375507,0.0,False,False,False,False,True
77.2,81.8,2.4,4.4,14.0,0.0,11.201581148316592,False,False,True,False,False
78.7,81.7,2.3,2.9,22.4,0.0,0.0,False,False,True,False,False
77.8,80.1,3.1,0.8,41.6,0.0,10.918367346938773,False,False,True,False,False
79.2,81.7,1.6,2.4,34.8,0.0,3.8147492445285565,False,True,False,False,False
87.2,86.5,1.3,2.8,10.0,0.0,3.927335640138409,True,False,False,False,False
91.9,96.3,1.1,0.5,30.4,0.0,0.0,False,False,False,True,False
83.8,83.1,4.5,5.6,16.4,0.0,10.395506309633738,True,False,False,False,False
68.1,73.1,3.1,5.2,26.4,0.0,2.6951087146808597,False,False,False,True,False
81.6,78.8,4.4,5.2,12.4,0.0,0.0,True,False,False,False,False
81.2,82.2,3.4,0.6,32.0,0.0,0.27924750146972244,False,False,True,False,False
90.8,91.3,1.5,1.1,44.8,0.0,1.8612069228656019,True,False,False,False,False
71.5,75.9,2.4,0.6,44.8,0.0,3.7964876033057884,False,False,False,True,False
76.8,81.8,1.2,5.6,12.4,0.0,22.709166386862428,False,True,False,False,False
79.1,80.2,1.2,2.1,23.6,0.0,0.0,True,False,False,False,False
71.5,74.9,2.5,1.5,36.0,0.0,0.3812807439186017,False,False,False,True,False
95.4,94.7,3.7,3.1,31.2,-1.971074380165291,0.0,True,False,False,False,False
69.1,72.2,1.5,5.4,25.2,0.0,1.3716772853508878,False,False,True,False,False
85.6,84.1,2.0,1.1,8.8,-0.4592373438527275,0.0,True,False,False,False,False
76.9,81.0,2.7,0.7,33.6,0.0,0.0,False,False,False,True,False
92.2,91.9,3.0,3.9,12.8,0.0,2.8851873884592543,True,False,False,False,False
86.3,89.4,1.9,3.7,25.6,0.0,20.211183819155274,False,True,False,False,False
83.5,83.8,2.3,1.1,33.6,0.0,0.0498724779677282,True,False,False,False,False
77.0,80.3,2.0,0.2,12.4,0.0,5.198175526895245,False,False,True,False,False
69.4,75.3,1.7,0.4,14.4,0.0,6.713803654665558,False,False,False,False,True
73.1,72.3,4.1,3.2,24.8,0.0,0.0,False,False,True,False,False
84.3,84.2,2.2,1.9,30.4,0.0,1.516169488488753,True,False,False,False,False
93.2,94.1,2.7,0.5,30.4,0.0,8.501665972511454,True,False,False,False,False
71.5,72.5,4.5,0.8,14.0,0.0,0.0,False,False,False,True,False
92.6,96.6,2.6,3.9,32.0,0.0,5.884497697961045,False,False,False,True,False
76.2,78.2,1.1,0.5,7.2,0.0,11.71431947069943,False,True,False,False,False
71.5,76.5,1.0,0.8,12.0,-0.4497025419145473,0.0,False,False,False,True,False
72.9,74.3,2.2,1.4,16.0,-0.7811885767140758,0.0,False,True,False,False,False
82.0,85.7,1.9,3.5,12.8,0.0,18.99583766909469,False,True,False,False,False
79.3,81.1,0.9,4.2,31.2,0.0,0.0,False,True,False,False,False
61.2,67.4,1.5,5.2,6.4,0.0,12.813802037743784,False,False,True,False,False
85.0,86.7,3.6,2.5,32.8,0.0,5.688799621928165,False,True,False,False,False
78.9,81.2,1.9,1.7,13.6,0.0,3.6981668463876076,False,False,True,False,False
75.9,78.7,2.8,0.1,25.2,0.0,0.0,False,False,False,True,False
81.6,88.0,2.1,0.8,27.6,0.0,0.0,False,False,False,True,False
80.8,84.6,1.4,5.7,33.2,0.0,5.01622498647918,False,True,False,False,False
80.2,80.5,1.7,0.8,33.6,-3.0068794080240515,0.0,True,False,False,False,False
79.0,82.0,3.2,3.5,10.0,0.0,10.059345960911159,False,False,False,True,False
78.7,80.2,2.3,0.6,22.0,0.0,6.185163905646522,False,True,False,False,False
75.7,77.6,1.3,4.4,28.4,0.0,0.0,True,False,False,False,False
78.5,81.3,0.5,5.3,20.8,0.0,6.476002629848779,True,False,False,False,False
76.7,75.8,2.8,4.9,15.2,0.0,1.6789843509420237,True,False,False,False,False
78.3,81.5,2.6,0.1,18.0,0.0,0.0,False,False,False,True,False
68.2,66.8,2.8,5.1,20.0,0.0,2.8644930049716706,True,False,False,False,False
85.3,91.7,2.1,3.6,12.4,0.0,11.228414567972166,False,False,False,False,True
77.0,81.7,0.2,2.1,30.0,0.0,7.389910696789009,False,False,True,False,False
71.5,72.3,1.2,1.1,35.2,-0.7962522308149893,0.0,True,False,False,False,False
76.6,75.2,3.1,4.3,34.8,-4.313202832153268,0.0,True,False,False,False,False
97.6,101.6,2.6,1.3,11.6,0.0,9.466091612135642,False,False,False,True,False
84.3,83.9,3.3,0.0,36.8,0.0,0.0,False,True,False,False,False
97.6,100.5,1.8,1.0,22.8,0.0,7.543686725249756,False,False,False,True,False
67.7,69.1,1.1,2.8,21.6,0.0,6.032986111111114,True,False,False,False,False
78.3,82.6,3.6,0.4,24.8,0.0,5.218877840484932,False,False,False,True,False
73.8,75.1,2.0,1.9,36.0,0.0,6.00198412698413,True,False,False,False,False
88.3,91.9,1.3,3.7,16.4,0.0,0.0,False,True,False,False,False
87.9,90.3,2.2,3.4,9.2,0.0,22.757294237189726,True,False,False,False,False
78.5,81.9,0.4,1.0,13.2,-2.016483516483518,0.0,False,False,True,False,False
81.0,84.8,0.8,4.6,16.8,0.0,19.29012345679012,True,False,False,False,False
96.5,97.1,3.1,2.2,25.6,0.0,3.9639150526501865,False,True,False,False,False
78.9,86.7,1.1,5.4,15.2,0.0,0.0,False,False,False,True,False
76.2,78.7,2.1,1.4,31.6,-1.7994938373988418,0.0,False,False,True,False,False
87.9,90.8,1.0,4.3,18.0,0.0,0.16514627241270574,False,True,False,False,False
64.3,66.4,1.1,4.4,16.8,0.0,3.1126949726809308,True,False,False,False,False
74.5,80.1,2.8,1.1,34.4,0.0,19.018363489062914,False,False,False,True,False
80.6,81.6,1.7,0.4,22.8,-0.523032988982866,0.0,False,True,False,False,False
78.6,83.0,1.1,0.4,20.8,-3.8103030030771965,0.0,False,False,False,True,False
71.8,73.0,2.1,0.1,40.4,0.0,13.33658219623132,True,False,False,False,False
75.9,75.2,3.8,0.3,22.8,0.0,0.0,False,False,False,True,False
78.5,80.1,4.0,0.2,27.2,0.0,2.000356349880761,False,False,True,False,False
70.6,74.8,1.8,1.6,13.2,0.0,9.567901234567898,False,False,False,True,False
97.9,98.0,3.7,0.7,16.0,0.0,1.935264825712995,False,False,True,False,False
77.9,77.9,2.1,4.3,15.2,0.0,5.835492025841891,True,False,False,False,False
62.1,67.9,2.9,0.5,22.4,0.0,0.0,False,False,False,False,True
89.0,91.1,2.3,5.5,37.6,0.0,0.0,False,True,False,False,False
81.7,81.6,4.9,3.2,34.8,0.0,1.1965927528393756,False,False,False,True,False
80.4,83.4,3.3,2.9,25.6,0.0,0.0,False,False,False,False,True
79.8,79.0,2.1,0.4,13.2,-4.08723440761818,0.0,True,False,False,False,False
83.8,85.8,5.3,2.2,15.6,0.0,19.16216722324522,False,False,True,False,False
74.5,74.5,2.7,4.4,11.2,0.0,0.0,True,False,False,False,False
71.6,75.4,3.9,0.5,38.8,0.0,6.453287197231841,False,False,False,True,False
90.0,91.0,1.7,0.7,38.0,0.0,13.614958448753463,True,False,False,False,False
75.9,76.8,4.1,4.6,27.2,0.0,1.317668054729328,False,False,True,False,False
78.5,83.5,1.7,5.0,21.6,0.0,12.779591836734696,False,False,True,False,False
88.8,92.5,1.9,0.8,16.8,0.0,0.0,False,False,False,True,False
78.5,81.8,0.4,1.2,37.2,0.0,6.908850947241806,False,False,False,True,False
93.2,95.4,0.9,0.6,24.0,0.0,3.7346720572020438,False,False,True,False,False
81.8,83.9,4.1,4.7,10.4,0.0,0.0,False,False,True,False,False
71.6,75.1,1.0,0.3,15.2,0.0,20.74587405864444,False,True,False,False,False
72.7,79.4,1.2,2.1,16.4,0.0,0.0,False,False,False,True,False
93.4,92.7,3.3,0.2,20.0,0.0,0.6632064590542086,True,False,False,False,False
77.5,82.8,2.1,4.7,24.0,0.0,0.5705832628909526,False,False,False,True,False
90.8,90.8,3.3,1.5,16.0,0.0,0.5270807577934455,False,True,False,False,False
85.0,83.5,3.4,2.2,18.4,-3.40046442157343,0.0,True,False,False,False,False
87.2,89.6,2.7,4.8,40.4,0.0,2.6654749573991765,False,False,True,False,False
72.8,74.3,1.7,5.2,8.0,0.0,1.34125027308761,True,False,False,False,False
72.3,72.7,1.6,0.8,39.2,0.0,2.4023906869323675,True,False,False,False,False
85.6,87.1,1.1,3.6,8.0,0.0,3.571428571428573,False,True,False,False,False
74.0,72.4,3.2,0.5,40.0,0.0,0.0,True,False,False,False,False
87.9,94.3,1.9,5.0,43.2,0.0,4.248450413223139,False,False,True,False,False
86.5,86.6,1.9,4.1,18.4,-3.4309664694280073,0.0,True,False,False,False,False
87.1,89.6,3.5,1.3,34.8,0.0,4.512082321655676,False,False,False,True,False
81.6,83.8,5.3,5.0,9.6,-0.6186057039384316,0.0,False,False,True,False,False
76.5,79.1,3.9,0.9,38.0,0.0,0.0,False,False,False,True,False
89.0,89.8,2.6,0.6,29.6,-3.7631578947368407,0.0,False,False,True,False,False
81.0,83.8,3.0,5.6,36.0,0.0,14.673469387755105,True,False,False,False,False
75.3,76.5,3.7,1.0,37.6,-5.384485557473782,0.0,False,True,False,False,False
80.2,83.0,2.4,5.7,33.2,0.0,17.577251808021046,True,False,False,False,False
89.9,88.3,2.4,2.1,14.8,0.0,0.0,True,False,False,False,False
101.6,102.2,1.3,3.5,25.2,-0.05859607376561371,0.0,False,True,False,False,False
81.4,82.9,1.4,0.7,10.4,-0.30529300567107853,0.0,False,True,False,False,False
78.9,80.6,5.2,0.3,16.0,0.0,4.792892711634224,False,False,False,False,True
66.9,68.2,3.2,3.2,42.8,0.0,0.0,True,False,False,False,False
88.1,88.0,4.2,0.4,27.6,0.0,0.0,False,True,False,False,False
84.1,88.5,3.6,1.9,54.4,0.0,14.722222222222214,False,False,False,True,False
92.6,93.3,3.6,2.4,24.4,0.0,13.518518518518512,True,False,False,False,False
75.9,78.4,2.8,4.5,19.2,0.0,12.432095971027621,False,False,True,False,False
81.0,78.9,3.4,3.5,37.2,0.0,0.0,True,False,False,False,False
86.8,91.4,1.8,0.3,10.8,-1.0929345781608006,0.0,False,False,False,True,False
84.1,82.7,2.8,0.7,37.2,0.0,0.0,True,False,False,False,False
