dif_lifespan,mass,exercise,alcohol,sugar,bmi norm under,bmi norm over,smoking few,smoking some,smoking more,smoking alot,smoking most
0.0,129.2,1.8,4.6,27.6,0.0,11.555002263467628,True,False,False,False,False
0.09999999999999432,61.6,1.4,1.7,19.2,-2.7873176206509527,0.0,True,False,False,False,False
-3.5999999999999943,74.1,1.4,0.3,27.2,0.0,0.0,False,False,False,False,True
-2.0,72.1,2.2,3.1,32.4,0.0,0.0,False,False,True,False,False
-0.9000000000000057,68.3,3.5,1.3,18.8,0.0,0.0,False,True,False,False,False
-3.5999999999999943,123.0,1.8,1.7,24.4,0.0,8.021020698542245,False,False,False,True,False
-0.4000000000000057,94.1,1.4,2.8,29.2,0.0,2.794187145557654,False,True,False,False,False
-4.1000000000000085,76.3,0.2,3.6,34.0,0.0,0.790968090859927,False,False,True,False,False
-4.599999999999994,73.1,1.7,3.9,17.2,0.0,0.0,False,False,False,True,False
-4.299999999999997,80.3,3.4,3.8,36.0,0.0,0.0,False,False,False,True,False
-1.5,115.1,1.8,3.5,27.2,0.0,7.5656405613399755,True,False,False,False,False
-1.8999999999999915,87.4,3.4,4.2,45.2,0.0,1.678062330209702,True,False,False,False,False
-0.10000000000000853,76.6,1.6,0.1,50.8,-1.130385487528347,0.0,True,False,False,False,False
-1.1000000000000085,85.5,2.9,0.8,24.4,0.0,0.254017013232513,False,False,True,False,False
-1.6000000000000085,113.9,2.9,0.6,18.8,0.0,11.356091799929779,False,False,False,False,True
-5.400000000000006,106.8,1.5,4.5,47.2,0.0,7.242482791933341,False,False,False,True,False
-2.8999999999999915,88.3,1.6,0.3,42.4,0.0,5.197325672856607,False,False,True,False,False
-1.4000000000000057,146.0,1.9,4.5,13.6,0.0,18.123818525519845,True,False,False,False,False
0.7000000000000028,84.4,3.2,4.7,22.4,0.0,2.8768661646188427,True,False,False,False,False
-10.100000000000001,142.7,1.7,3.0,20.8,0.0,22.13304267406526,False,False,False,False,True
0.09999999999999432,112.7,4.2,0.4,41.6,0.0,9.023668639053255,True,False,False,False,False
-5.5,154.8,2.7,0.5,26.0,0.0,17.433047339711088,False,False,False,True,False
-7.0,115.6,0.8,4.3,34.8,0.0,9.144612476370504,False,False,False,False,True
0.7999999999999972,92.0,4.7,0.6,40.4,0.0,10.937499999999993,False,False,False,True,False
-0.5,83.0,3.4,2.6,32.0,0.0,0.0,False,True,False,False,False
-4.400000000000006,110.3,1.4,4.8,14.4,0.0,16.514547028491855,False,False,False,True,False
-1.5,70.8,0.9,1.2,28.0,0.0,0.0,False,True,False,False,False
-3.4000000000000057,96.5,1.7,0.4,19.2,0.0,7.242975040930197,False,True,False,False,False
1.5999999999999943,55.0,4.0,0.7,31.6,0.0,0.0,True,False,False,False,False
-4.0,82.9,1.5,0.5,28.4,0.0,0.0,False,False,False,True,False
-0.5999999999999943,113.5,1.7,1.0,24.8,0.0,14.739504919295548,True,False,False,False,False
-5.200000000000003,66.4,2.3,0.9,41.6,0.0,0.0,False,False,False,True,False
-1.2000000000000028,94.6,2.8,5.3,17.6,0.0,0.0,False,True,False,False,False
-3.5,96.1,1.3,5.3,28.4,0.0,5.674454977816076,False,True,False,False,False
-10.599999999999994,159.5,1.7,4.6,28.4,0.0,15.684624017957354,False,False,False,True,False
1.7999999999999972,74.3,5.4,1.5,22.4,0.0,0.0,True,False,False,False,False
1.0999999999999943,60.7,2.4,5.4,12.8,-3.0168860320375455,0.0,True,False,False,False,False
-3.5999999999999943,91.5,1.4,0.9,32.0,0.0,0.0,False,False,False,True,False
-1.0,79.4,1.8,0.3,53.2,0.0,0.0,True,False,False,False,False
-2.5,96.9,2.0,3.9,20.4,0.0,0.22386505622657538,False,False,True,False,False
-2.799999999999997,107.4,3.1,3.5,42.0,0.0,11.303407247160635,False,True,False,False,False
-1.2999999999999972,56.0,3.2,0.8,27.2,-0.8254639565711415,0.0,False,False,True,False,False
-0.20000000000000284,51.0,1.5,0.5,23.2,-3.4362003780718346,0.0,True,False,False,False,False
-0.20000000000000284,98.8,3.0,5.0,36.8,0.0,8.396430502974582,True,False,False,False,False
-1.7999999999999972,97.9,1.3,0.3,9.2,0.0,8.48038712766322,False,True,False,False,False
-3.4000000000000057,97.6,1.3,4.3,26.8,0.0,2.6143051154368493,False,False,True,False,False
-4.1000000000000085,64.5,2.6,5.1,25.2,-1.0032552083333321,0.0,False,False,False,True,False
0.7000000000000028,97.5,3.6,4.1,12.8,0.0,0.12303847045788174,True,False,False,False,False
-1.5999999999999943,102.7,1.7,2.7,9.2,0.0,0.6750000000000007,False,False,True,False,False
0.6000000000000085,110.5,5.3,3.6,14.8,0.0,5.289739864587045,False,False,True,False,False
-5.1000000000000085,66.0,2.0,4.2,32.8,0.0,0.0,False,False,False,True,False
-3.4000000000000057,112.5,4.7,0.7,28.0,0.0,17.342579698144455,False,False,True,False,False
-6.099999999999994,119.1,3.3,0.4,24.8,0.0,17.705009143389866,False,False,False,False,True
0.20000000000000284,57.3,1.8,1.1,12.8,-4.030668417464208,0.0,True,False,False,False,False
-5.099999999999994,108.9,3.5,1.0,18.0,0.0,12.681660899653984,False,False,False,True,False
-4.0,65.5,2.1,0.9,3.2,0.0,0.0,False,False,True,False,False
-3.799999999999997,60.8,2.5,0.8,24.8,-3.745941420563465,0.0,False,False,False,True,False
-6.5,83.3,1.6,0.2,34.8,0.0,0.0,False,False,False,False,True
-1.9000000000000057,82.9,2.6,0.1,28.0,0.0,0.0,False,False,True,False,False
-4.5,138.8,2.6,0.2,17.6,0.0,18.319496894603795,False,False,False,False,True
-0.09999999999999432,53.9,1.9,5.0,35.6,-0.49071135019546475,0.0,True,False,False,False,False
-2.5999999999999943,108.7,2.3,3.5,47.6,0.0,1.9052746219153072,False,False,True,False,False
-8.099999999999994,74.6,0.5,3.8,9.6,-1.4216364094228595,0.0,False,False,False,False,True
-3.0,118.0,2.4,0.9,36.4,0.0,9.853497164461245,False,False,False,True,False
-4.599999999999994,62.3,2.3,0.5,30.8,-0.684220309416915,0.0,False,False,False,True,False
-3.6000000000000085,59.1,1.8,0.4,24.0,0.0,0.0,False,False,False,True,False
-4.599999999999994,69.0,1.9,5.3,33.2,0.0,0.0,False,False,True,False,False
-3.0999999999999943,103.3,0.7,0.9,48.8,0.0,7.60320666582502,False,True,False,False,False
-4.700000000000003,106.5,3.3,1.7,36.4,0.0,9.775510204081634,False,False,False,True,False
-2.3999999999999986,50.5,1.0,2.3,18.0,-4.511080332409971,0.0,False,True,False,False,False
-4.599999999999994,79.0,2.5,4.2,22.8,0.0,0.0,False,False,False,True,False
-1.1000000000000085,129.2,1.8,4.2,11.2,0.0,6.045751633986924,False,True,False,False,False
-1.5,108.4,4.6,0.4,28.8,0.0,7.368837528740777,False,False,True,False,False
-0.7000000000000028,122.6,1.8,0.8,16.0,0.0,15.032653061224487,False,False,False,False,False
-4.0,148.5,2.3,0.7,38.8,0.0,25.196051919956737,False,True,False,False,False
1.2999999999999972,83.8,2.1,0.4,10.4,0.0,0.0,True,False,False,False,False
-2.5999999999999943,90.1,3.1,0.2,14.4,0.0,7.697053273334298,False,False,False,True,False
-1.9000000000000057,107.1,3.7,3.2,12.4,0.0,9.18557885665038,False,False,True,False,False
2.6000000000000085,66.3,3.9,0.2,12.4,0.0,0.0,True,False,False,False,False
-2.5999999999999943,114.8,2.1,0.9,36.0,0.0,5.819619318639425,False,True,False,False,False
-2.5,50.4,2.3,1.7,47.2,-2.0428571428571445,0.0,False,False,True,False,False
2.0999999999999943,63.8,4.2,0.7,9.2,0.0,0.0,True,False,False,False,False
0.6000000000000085,107.2,1.8,1.0,37.2,0.0,1.8000000000000007,True,False,False,False,False
-5.200000000000003,94.4,3.7,5.3,9.2,0.0,3.8147492445285565,False,False,False,True,False
-2.799999999999997,51.4,0.5,4.1,11.6,-1.7163265306122462,0.0,False,True,False,False,False
0.5999999999999943,72.9,3.1,3.7,48.8,0.0,0.0,True,False,False,False,False
-2.8999999999999915,98.8,1.5,0.7,22.8,0.0,5.157809590671835,False,False,True,False,False
0.7000000000000028,52.9,3.6,0.4,11.2,-1.9899035610623876,0.0,True,False,False,False,False
-3.9000000000000057,131.7,1.9,1.5,33.2,0.0,9.282590587255314,False,False,True,False,False
-3.0,73.5,2.8,0.4,4.8,0.0,0.0,False,False,False,True,False
-4.099999999999994,63.3,1.0,4.9,35.2,0.0,0.0,False,False,True,False,False
-1.9000000000000057,76.0,2.1,2.4,34.4,0.0,0.6895619253650658,False,False,True,False,False
2.200000000000003,128.9,4.5,1.0,21.6,0.0,11.085215979395876,True,False,False,False,False
-3.1000000000000085,68.3,2.3,0.7,28.0,-1.5944778594589195,0.0,False,False,False,True,False
-2.700000000000003,105.9,0.8,4.6,32.0,0.0,4.962652784065192,True,False,False,False,False
-0.7999999999999972,61.8,4.5,3.9,36.4,-1.5596748992626317,0.0,False,True,False,False,False
-7.1000000000000085,125.2,1.4,1.7,31.6,0.0,20.434751052402383,False,False,False,True,False
-3.799999999999997,94.3,1.1,1.6,18.0,0.0,7.6297577854671275,False,False,False,True,False
-5.700000000000003,112.1,0.7,0.3,40.0,0.0,14.717970521541957,False,False,False,True,False
1.1000000000000085,64.2,2.7,2.2,23.6,0.0,0.0,True,False,False,False,False
-3.0999999999999943,136.9,1.5,4.2,15.6,0.0,9.569834095098606,False,False,True,False,False
-6.5,68.2,2.9,4.0,14.8,0.0,0.0,False,False,False,True,False
-3.200000000000003,70.6,1.4,0.5,46.4,0.0,0.0,False,False,False,True,False
-1.7999999999999972,105.8,2.8,2.9,31.2,0.0,1.7164970581550953,False,True,False,False,False
1.3999999999999915,79.3,2.4,0.4,20.4,0.0,0.0,True,False,False,False,False
-1.9000000000000057,91.2,2.6,2.0,37.2,0.0,0.0,False,True,False,False,False
-1.4000000000000057,101.9,1.8,5.1,16.4,0.0,8.657022063680806,True,False,False,False,False
0.29999999999999716,84.3,3.4,1.0,14.4,0.0,1.0185185185185155,False,True,False,False,False
-1.7000000000000028,68.4,1.4,2.4,22.4,0.0,0.0,False,True,False,False,False
-1.9000000000000057,138.2,4.3,4.3,19.2,0.0,21.71444023796647,False,True,False,False,False
-3.5999999999999943,57.9,2.9,0.3,16.8,-1.9424776230375507,0.0,False,False,False,False,True
-4.599999999999994,118.6,2.4,4.4,14.0,0.0,11.201581148316592,False,False,True,False,False
-3.0,79.0,2.3,2.9,22.4,0.0,0.0,False,False,True,False,False
-2.299999999999997,110.0,3.1,0.8,41.6,0.0,10.918367346938773,False,False,True,False,False
-2.5,94.4,1.6,2.4,34.8,0.0,3.8147492445285565,False,True,False,False,False
0.7000000000000028,83.6,1.3,2.8,10.0,0.0,3.927335640138409,True,False,False,False,False
-4.3999999999999915,83.9,1.1,0.5,30.4,0.0,0.0,False,False,False,True,False
0.7000000000000028,103.5,4.5,5.6,16.4,0.0,10.395506309633738,True,False,False,False,False
-5.0,79.1,3.1,5.2,26.4,0.0,2.6951087146808597,False,False,False,True,False
2.799999999999997,69.9,4.4,5.2,12.4,0.0,0.0,True,False,False,False,False
-1.0,90.3,3.4,0.6,32.0,0.0,0.27924750146972244,False,False,True,False,False
-0.5,88.0,1.5,1.1,44.8,0.0,1.8612069228656019,True,False,False,False,False
-4.400000000000006,89.2,2.4,0.6,44.8,0.0,3.7964876033057884,False,False,False,True,False
-5.0,156.3,1.2,5.6,12.4,0.0,22.709166386862428,False,True,False,False,False
-1.1000000000000085,66.5,1.2,2.1,23.6,0.0,0.0,True,False,False,False,False
-3.4000000000000057,113.0,2.5,1.5,36.0,0.0,0.3812807439186017,False,False,False,True,False
0.7000000000000028,57.8,3.7,3.1,31.2,-1.971074380165291,0.0,True,False,False,False,False
-3.1000000000000085,113.0,1.5,5.4,25.2,0.0,1.3716772853508878,False,False,True,False,False
1.5,68.6,2.0,1.1,8.8,-0.4592373438527275,0.0,True,False,False,False,False
-4.099999999999994,67.7,2.7,0.7,33.6,0.0,0.0,False,False,False,True,False
0.29999999999999716,75.0,3.0,3.9,12.8,0.0,2.8851873884592543,True,False,False,False,False
-3.1000000000000085,121.6,1.9,3.7,25.6,0.0,20.211183819155274,False,True,False,False,False
-0.29999999999999716,99.2,2.3,1.1,33.6,0.0,0.0498724779677282,True,False,False,False,False
-3.299999999999997,105.6,2.0,0.2,12.4,0.0,5.198175526895245,False,False,True,False,False
-5.8999999999999915,110.9,1.7,0.4,14.4,0.0,6.713803654665558,False,False,False,False,True
0.7999999999999972,69.4,4.1,3.2,24.8,0.0,0.0,False,False,True,False,False
0.09999999999999432,88.8,2.2,1.9,30.4,0.0,1.516169488488753,True,False,False,False,False
-0.8999999999999915,128.7,2.7,0.5,30.4,0.0,8.501665972511454,True,False,False,False,False
-1.0,89.3,4.5,0.8,14.0,0.0,0.0,False,False,False,True,False
-4.0,108.0,2.6,3.9,32.0,0.0,5.884497697961045,False,False,False,True,False
-2.0,124.3,1.1,0.5,7.2,0.0,11.71431947069943,False,True,False,False,False
-5.0,53.4,1.0,0.8,12.0,-0.4497025419145473,0.0,False,False,False,True,False
-1.3999999999999915,61.3,2.2,1.4,16.0,-0.7811885767140758,0.0,False,True,False,False,False
-3.700000000000003,105.7,1.9,3.5,12.8,0.0,18.99583766909469,False,True,False,False,False
-1.7999999999999972,84.0,0.9,4.2,31.2,0.0,0.0,False,True,False,False,False
-6.200000000000003,108.0,1.5,5.2,6.4,0.0,12.813802037743784,False,False,True,False,False
-1.7000000000000028,103.9,3.6,2.5,32.8,0.0,5.688799621928165,False,True,False,False,False
-2.299999999999997,117.1,1.9,1.7,13.6,0.0,3.6981668463876076,False,False,True,False,False
-2.799999999999997,65.8,2.8,0.1,25.2,0.0,0.0,False,False,False,True,False
-6.400000000000006,72.4,2.1,0.8,27.6,0.0,0.0,False,False,False,True,False
-3.799999999999997,88.8,1.4,5.7,33.2,0.0,5.01622498647918,False,True,False,False,False
-0.29999999999999716,53.6,1.7,0.8,33.6,-3.0068794080240515,0.0,True,False,False,False,False
-3.0,127.9,3.2,3.5,10.0,0.0,10.059345960911159,False,False,False,True,False
-1.5,97.7,2.3,0.6,22.0,0.0,6.185163905646522,False,True,False,False,False
-1.8999999999999915,89.7,1.3,4.4,28.4,0.0,0.0,True,False,False,False,False
-2.799999999999997,76.6,0.5,5.3,20.8,0.0,6.476002629848779,True,False,False,False,False
0.9000000000000057,95.3,2.8,4.9,15.2,0.0,1.6789843509420237,True,False,False,False,False
-3.200000000000003,77.4,2.6,0.1,18.0,0.0,0.0,False,False,False,True,False
1.4000000000000057,96.4,2.8,5.1,20.0,0.0,2.8644930049716706,True,False,False,False,False
-6.400000000000006,113.5,2.1,3.6,12.4,0.0,11.228414567972166,False,False,False,False,True
-4.700000000000003,115.7,0.2,2.1,30.0,0.0,7.389910696789009,False,False,True,False,False
-0.7999999999999972,74.4,1.2,1.1,35.2,-0.7962522308149893,0.0,True,False,False,False,False
1.3999999999999915,54.5,3.1,4.3,34.8,-4.313202832153268,0.0,True,False,False,False,False
-4.0,92.7,2.6,1.3,11.6,0.0,9.466091612135642,False,False,False,True,False
0.3999999999999915,93.5,3.3,0.0,36.8,0.0,0.0,False,True,False,False,False
-2.9000000000000057,97.4,1.8,1.0,22.8,0.0,7.543686725249756,False,False,False,True,False
-1.3999999999999915,114.4,1.1,2.8,21.6,0.0,6.032986111111114,True,False,False,False,False
-4.299999999999997,101.2,3.6,0.4,24.8,0.0,5.218877840484932,False,False,False,True,False
-1.2999999999999972,87.5,2.0,1.9,36.0,0.0,6.00198412698413,True,False,False,False,False
-3.6000000000000085,91.2,1.3,3.7,16.4,0.0,0.0,False,True,False,False,False
-2.3999999999999915,131.6,2.2,3.4,9.2,0.0,22.757294237189726,True,False,False,False,False
-3.4000000000000057,54.6,0.4,1.0,13.2,-2.016483516483518,0.0,False,False,True,False,False
-3.799999999999997,143.5,0.8,4.6,16.8,0.0,19.29012345679012,True,False,False,False,False
-0.5999999999999943,114.7,3.1,2.2,25.6,0.0,3.9639150526501865,False,True,False,False,False
-7.799999999999997,75.0,1.1,5.4,15.2,0.0,0.0,False,False,False,True,False
-2.5,58.4,2.1,1.4,31.6,-1.7994938373988418,0.0,False,False,True,False,False
-2.8999999999999915,88.0,1.0,4.3,18.0,0.0,0.16514627241270574,False,True,False,False,False
-2.1000000000000085,92.1,1.1,4.4,16.8,0.0,3.1126949726809308,True,False,False,False,False
-5.599999999999994,114.1,2.8,1.1,34.4,0.0,19.018363489062914,False,False,False,True,False
-1.0,57.6,1.7,0.4,22.8,-0.523032988982866,0.0,False,True,False,False,False
-4.400000000000006,65.4,1.1,0.4,20.8,-3.8103030030771965,0.0,False,False,False,True,False
-1.2000000000000028,112.1,2.1,0.1,40.4,0.0,13.33658219623132,True,False,False,False,False
0.7000000000000028,85.1,3.8,0.3,22.8,0.0,0.0,False,False,False,True,False
-1.5999999999999943,98.5,4.0,0.2,27.2,0.0,2.000356349880761,False,False,True,False,False
-4.200000000000003,112.0,1.8,1.6,13.2,0.0,9.567901234567898,False,False,False,True,False
-0.09999999999999432,95.2,3.7,0.7,16.0,0.0,1.935264825712995,False,False,True,False,False
0.0,98.8,2.1,4.3,15.2,0.0,5.835492025841891,True,False,False,False,False
-5.800000000000004,71.7,2.9,0.5,22.4,0.0,0.0,False,False,False,False,True
-2.0999999999999943,97.0,2.3,5.5,37.6,0.0,0.0,False,True,False,False,False
0.10000000000000853,77.5,4.9,3.2,34.8,0.0,1.1965927528393756,False,False,False,True,False
-3.0,84.4,3.3,2.9,25.6,0.0,0.0,False,False,False,False,True
0.7999999999999972,50.4,2.1,0.4,13.2,-4.08723440761818,0.0,True,False,False,False,False
-2.0,141.5,5.3,2.2,15.6,0.0,19.16216722324522,False,False,True,False,False
0.0,67.9,2.7,4.4,11.2,0.0,0.0,True,False,False,False,False
-3.8000000000000114,90.9,3.9,0.5,38.8,0.0,6.453287197231841,False,False,False,True,False
-1.0,139.4,1.7,0.7,38.0,0.0,13.614958448753463,True,False,False,False,False
-0.8999999999999915,110.6,4.1,4.6,27.2,0.0,1.317668054729328,False,False,True,False,False
-5.0,115.7,1.7,5.0,21.6,0.0,12.779591836734696,False,False,True,False,False
-3.700000000000003,63.7,1.9,0.8,16.8,0.0,0.0,False,False,False,True,False
-3.299999999999997,95.5,0.4,1.2,37.2,0.0,6.908850947241806,False,False,False,True,False
-2.200000000000003,86.0,0.9,0.6,24.0,0.0,3.7346720572020438,False,False,True,False,False
